Advertisement ID,Segment_num
2206278,0
4136619,0
3855178,0
1591258,16
4240388,0
4245960,0
3889269,0
4194174,1
4266999,0
2250664,0
3853021,0
2324582,14
2120542,18
4210512,0
4167688,0
2235777,0
2466900,18
4100435,18
3992751,1
1586571,16
4002985,0
1319310,17
2208868,0
3945482,5
2234692,0
4172660,4
3812742,5
3937778,6
1564842,15
4176775,1
3892930,0
2147716,0
2282483,15
2329958,0
2422799,14
4100852,0
1468905,17
2306472,0
2393224,8
2244135,0
4112912,0
4152047,5
1476809,17
4235711,4
4234021,0
2313248,0
4296429,0
4047044,0
4080173,0
1587494,16
1504996,17
2193264,17
3944962,0
4539290,11
4161045,0
2324765,0
2256885,0
2125909,0
4158039,0
1142339,16
4124914,4
2268563,0
2268470,0
4083190,1
2179074,0
1677738,16
4101350,0
4019720,0
4192641,0
4031374,0
4088435,0
4175379,0
4091301,4
3714771,0
2330472,0
4274018,0
3995584,0
3698053,0
3933128,0
4026927,0
4009245,0
4312971,0
1485375,16
3892309,0
4067254,0
4142388,0
3951601,0
3961645,6
4261560,0
2313609,1
1587405,16
3853406,1
2363208,17
4038062,0
4558085,7
1486901,17
2383365,8
3971761,0
1373567,16
1578149,16
2299215,0
4200106,0
4501217,10
2322247,0
3771769,0
4283206,0
4022867,2
1702919,16
4437870,7
3978947,0
4289716,15
3768085,0
4041201,0
2145012,0
2404970,13
4063938,0
2330882,5
2319880,0
1126061,16
2265892,0
4546549,7
4298218,0
1049993,16
3681775,0
4164433,0
4437321,7
1322615,16
4282365,0
3934261,0
1587409,16
2455843,17
2139376,14
2189469,0
4248326,0
2316910,0
3999640,0
4106239,4
2313235,0
4499876,12
3982870,1
4142391,0
4447234,9
1598487,14
1712627,14
2148646,0
4315129,0
2169338,0
4013751,2
3822452,0
2179141,0
4041390,0
2247253,1
2117449,0
1586570,16
4005084,0
1344156,16
3746189,1
3770482,1
4282799,0
3719718,0
4303532,0
1468921,17
1830920,16
4290032,0
2311232,0
4197870,5
3970213,0
4209457,4
4008042,0
2259968,1
3680894,0
1034675,16
4112358,0
4183131,0
3919690,0
2295176,0
4242576,0
4543605,8
2256881,0
3898952,0
4459259,13
2324189,1
4163383,0
4091302,4
4542814,9
3891987,1
2417570,16
3986743,0
4009257,0
4107398,0
2327383,0
4038073,0
1644472,17
4055112,1
2268561,1
1486011,17
4040685,1
1343275,16
4248919,1
4163971,0
1426406,17
3892464,0
4214971,0
3956923,3
2329390,0
4311043,0
4467655,8
3925815,0
3700522,0
2121878,0
4175376,0
2096431,0
4228092,2
4286581,0
2104243,0
3986962,0
4412735,9
4051044,0
3843486,1
1455622,17
4550827,13
1530800,17
4281644,0
4090773,16
3844410,0
2381132,11
2115889,16
2403279,13
4181892,4
2247867,15
4263934,0
4312434,3
2180464,0
4274905,0
4279927,0
4014392,0
3853656,0
4083685,2
4193552,0
3989627,0
3892311,0
4113370,0
3913950,5
4522749,8
4309587,0
4009780,0
4146787,15
3860856,14
4263571,3
2087978,0
1041128,16
4119359,0
2421047,14
4030713,1
4037587,0
4546690,10
3938209,0
4460795,12
2303986,0
2101935,18
2119622,0
4256329,0
2119348,0
2297362,0
1634410,17
3781139,0
3808109,0
3869425,0
1874425,14
3778605,18
1545720,18
1599714,16
3808112,0
2282478,15
4550565,7
1410767,15
3946894,5
3729180,0
4059200,0
2331589,0
2320825,0
1585873,16
3904299,0
4405366,12
1169886,16
4550841,13
4245088,0
4275714,0
3796381,0
4202080,0
4264611,0
2256894,17
4111408,1
4140269,0
4156314,0
1054420,16
1343385,16
1583345,16
3975610,0
4051057,0
4280752,0
2396635,10
2262714,18
4213943,0
4227175,0
4133829,0
4280648,0
1465236,17
4458902,12
4295497,0
1566094,16
4033585,3
2251304,0
2189705,15
4080641,1
2393926,8
2244829,14
3678662,0
4179800,16
1610189,16
2183509,0
4169623,0
4118352,5
2202466,0
1733043,15
4133314,4
1263559,17
3992211,0
2220694,14
3884126,0
2238811,0
2171849,0
4435707,7
2126189,0
4080770,0
4301168,1
3914680,1
3772520,0
1322400,16
4112108,0
4123151,0
4070709,0
1707422,14
2286082,0
4505272,7
3985503,6
4167621,0
1536580,17
2140472,0
1347798,16
3725453,0
4467623,7
3978436,5
4303386,0
1589669,16
1430762,17
3820977,0
1808372,15
3888370,0
2183529,0
2248910,15
3865197,0
3735885,0
2301716,0
4249749,0
2407248,13
4245449,0
3801926,1
1882545,15
2245175,0
2059819,0
4236084,4
3956410,0
2057246,0
3909149,0
3697529,0
2187399,0
4214403,1
1434162,17
4522809,8
4430653,13
2322348,0
2233238,0
4228912,4
4301186,4
2270273,2
3925031,1
4446844,10
2329255,1
4153284,0
1478851,17
1600433,17
4316338,0
3683267,1
2130580,0
4069787,0
2463075,15
4269808,6
4028120,0
3903666,0
4086740,0
2238961,0
4189052,1
4037379,0
4313864,0
1343772,16
4293124,1
4284902,0
2066400,0
2184130,0
4178248,16
3861704,0
4063109,5
4438664,11
2089393,0
4314315,0
3859270,0
4509132,10
4243450,0
4054933,0
2147497,4
3972606,0
4073462,0
4206624,0
3835288,0
2233093,5
2329196,0
4086923,0
4152955,1
1420773,18
1350136,16
4561370,8
3906290,0
3977847,0
3970168,0
2306650,0
4195960,5
4108687,0
4272906,0
4245366,0
2396450,8
1409971,14
2247960,15
4539686,10
4156363,0
1347811,16
4024938,0
3995580,0
2265847,0
3698055,0
1876609,15
2192093,1
4144557,4
3956399,0
4309147,1
1475568,14
3965855,0
3748457,0
1934087,14
1565932,16
2409987,9
1598262,15
4047826,3
4109310,0
2045497,0
2306542,1
4245958,0
4177109,4
2272395,0
2206240,1
2409430,9
4485398,11
1591254,16
4499922,8
4211457,0
2283722,0
2270332,0
4203826,5
4166760,4
4306314,0
1599458,15
3999620,5
2130563,0
4122538,0
4126160,0
1485875,16
4074569,0
1480181,17
2162910,0
2274892,0
4284900,0
3680103,0
3746190,1
4129650,0
4112977,0
4102170,18
2051255,0
3942083,0
3966832,0
1677756,16
4293497,0
1380189,16
4273966,0
4054014,0
3706228,0
1565360,16
4282195,0
2212542,17
2237685,0
2263495,0
1512721,17
4140763,0
1054424,16
1587127,17
2292222,0
4539630,12
4268179,0
4465210,8
2331510,0
3979721,0
4035302,16
1054430,16
3889842,0
4539748,7
4053234,3
4451078,8
4505558,8
1465277,17
4178607,3
1267972,15
1117379,16
1612811,14
4158483,0
3764128,0
4228358,4
3844096,0
3883398,0
2132061,0
3871169,0
4212796,0
3949546,0
4277429,0
3815777,0
2405075,13
4085949,0
4230861,4
2260199,0
4110006,0
3967096,0
4447690,13
2270536,1
1184449,16
1347979,16
3922741,2
4053814,1
4042433,0
3772726,0
3746181,1
2121030,16
4156749,4
4054620,0
4174905,0
1383421,17
3785262,0
3823251,0
3946558,5
4231372,0
2408017,9
2081970,0
4484803,13
4089603,2
2309711,0
4035273,5
4285631,0
4271005,0
2242501,0
2241655,0
4065063,1
4230763,0
4101324,5
4469267,7
4105980,0
1608649,16
2085691,0
4273861,0
4179637,0
3752373,0
4252762,4
2191066,16
2392499,7
3816474,0
4067148,0
3989807,0
4163842,0
3857551,0
3798629,0
2250564,0
3978450,0
2335383,0
1478109,17
1117320,16
2329058,1
4146584,4
1596390,17
3917452,0
4164435,0
2062551,0
4059074,6
3884198,0
3719852,0
4112127,0
3944905,0
4040220,0
4559846,13
3683692,0
2238304,0
4552078,10
2182372,0
4275916,0
4150318,0
3835303,1
3925878,0
4305750,0
3848088,0
4093957,0
2335700,5
2237539,0
4433997,13
1934978,16
2109758,0
1342520,16
3847194,1
2407505,13
2334367,0
4403135,7
1396101,17
2312617,0
3914000,0
2282002,2
4122520,0
2218499,14
4219997,5
2289290,0
2375210,11
4231296,0
3764091,0
2297300,1
2044689,0
1384397,17
3951611,3
4023843,5
1299089,17
1798212,16
4030720,6
4301369,0
2286523,0
4248874,0
1343282,16
4407673,12
4030834,6
3793008,0
4048198,5
2392573,13
2272140,0
2153622,16
2130877,0
2274852,0
3950085,6
3719871,0
4556868,12
3881540,0
4226807,4
1081187,14
3907510,0
4036789,6
1583347,16
4260774,3
2409853,9
4054031,0
4319481,0
2231025,0
4131133,4
4528989,9
4319088,0
4056836,0
1272135,17
4139659,4
1598534,16
2408280,8
4146560,4
3856516,0
4466765,13
1677761,16
3973923,0
4095486,0
4497486,8
4030718,0
4113628,0
4287883,1
2120532,18
4271787,0
3788188,0
2158166,0
1523758,16
4132823,0
3843006,0
4527335,9
2330379,18
4048175,0
4175437,0
1535387,16
4154205,16
4244184,0
2121600,0
3986968,0
1688360,16
2237680,0
2243975,0
2428346,18
3796766,0
4213924,0
4197356,4
2284824,0
1425577,17
2217608,17
4170783,4
1344096,16
4461037,13
1707927,16
4561739,8
4158456,4
2078970,0
3978744,1
4057039,0
4125737,0
4238678,1
3796349,0
1631569,18
4187845,0
4268538,0
1448322,17
2096787,18
4158000,3
4220078,0
4178184,0
1623678,16
4447263,9
1465271,17
4126073,16
4197341,0
4090714,0
4169224,4
3926466,0
1455961,17
2290600,1
4219180,0
1867287,17
4064289,1
3835305,1
3881316,0
1706542,16
4166163,3
4187012,0
4175869,0
2316842,0
4094847,0
3852259,0
4235762,0
4282792,0
4258495,0
2288670,0
4100807,0
4182888,1
4523573,10
1343379,16
3937820,0
1547370,17
2336605,0
2326651,0
2241664,2
4280389,0
4031197,0
1532259,18
4097496,1
4520593,7
4298511,0
2058210,0
1388227,17
1463364,17
4302865,0
2295083,0
3962436,0
4549276,8
4318005,1
2317231,0
4526501,11
2381261,8
1934085,14
4242225,0
2398157,9
2314704,0
2266105,0
4527322,11
4225744,0
1042868,16
3762165,0
4279983,0
4009253,0
4246719,0
4458383,10
2239769,0
4305581,0
4056842,0
4203787,5
2163828,15
4317972,3
1040491,16
4063017,0
1634404,17
1135279,16
3911045,0
1448318,17
4520406,7
3976593,0
4483885,10
2250527,0
1434777,14
3882579,0
4430635,12
4504418,10
4301158,0
2112563,0
4171646,0
4287854,0
4122350,4
4286008,0
4259850,0
1583451,16
3903253,0
2239976,0
4290203,0
2261041,0
4063022,0
4315110,0
4217508,0
4434031,13
4141808,5
4067256,0
1410881,15
2237056,0
4238779,0
4046411,0
4108141,0
3845802,0
4004966,0
4028104,0
4233530,0
2119344,0
1707808,16
2399300,7
1603992,15
1616556,17
4545095,7
4264136,0
2104695,0
4245469,0
2216324,0
2234212,0
3752387,0
4243354,0
2316174,0
2329337,0
4435683,10
2281253,0
4136608,4
3719910,0
1817209,16
1343737,16
4090725,5
3915321,0
2260666,14
4037820,1
4181921,4
1615029,17
4065548,0
2335981,0
4199551,0
3985508,0
4527266,10
4224629,0
2133010,0
3937761,0
4046990,0
1126055,16
1389376,18
1169365,16
2404568,16
4294324,0
3998641,0
2386453,9
3790098,0
2395332,11
4246741,0
4507159,8
4096714,0
1419598,17
1701502,16
1470489,17
4507157,9
4112323,5
4005567,0
2165655,0
1430765,17
2175557,0
4234658,0
4284529,1
2286277,0
4273906,1
1386797,17
2251312,0
1599376,15
4215864,0
3945490,0
4293495,0
4267617,0
2087912,0
2210755,1
3845957,0
4142351,4
4284758,0
3816543,3
1631724,18
3884155,0
4054391,0
3921110,0
4240403,0
4472797,7
2405066,12
4538951,9
4234237,0
4093818,0
2303675,0
2357688,17
2117476,0
3950083,6
2404094,13
2317719,1
3847933,1
4298546,0
3844409,0
4127862,5
3940358,0
3762209,0
1512714,17
3710930,0
4296872,0
4045854,16
2270065,15
2316351,0
1342203,16
4054021,0
2406641,9
4270476,0
3965426,0
3835312,0
1465274,17
4008377,0
3979553,0
3935417,0
2282260,14
4109349,0
1609108,15
4205202,0
1706221,18
2362462,17
4074571,0
4109280,0
4227083,0
3950056,1
1598485,16
2310143,0
4071400,0
3951119,0
1732482,15
2409563,16
3923464,0
4316752,0
4470675,10
3930995,0
4156308,4
4040271,0
2248297,0
1587404,16
2244666,1
4559494,11
3796080,0
4242397,0
4295522,0
4114077,0
4230836,0
2406809,13
1343806,16
1135284,16
4207746,0
2210124,17
1455619,17
4055259,1
1466001,17
2040034,17
4160538,0
4116299,18
4480285,7
1466575,17
3853052,0
2037613,15
2406694,13
1582451,16
2316343,1
3958039,0
4152300,4
1364729,17
3961278,6
3804978,0
4249175,0
1126506,16
4013647,0
1545942,17
4053362,15
2117474,0
4192849,3
2092892,0
3684406,0
4421367,12
1423196,17
4142395,0
2091470,0
2248290,0
1471909,17
4163950,0
4467157,11
4294349,0
4426147,11
1587399,16
3871178,0
4434228,7
4479840,10
2384116,7
2250496,0
2235778,0
3972832,0
4277919,0
2326653,0
3833190,1
3903257,0
2254883,0
3724615,0
4070301,0
1872828,17
3776539,0
4047009,1
3979552,0
3792940,0
4275222,0
4278840,0
1606304,17
4230850,0
4544291,11
4229380,0
2102791,18
3751546,1
1118835,16
4102052,0
3893119,0
3970199,0
2270541,1
3809666,0
2084966,0
1547358,17
2264191,0
2244397,1
4281983,0
3865799,0
4220343,1
3821085,0
2216467,17
1494342,17
3927690,5
3821717,0
4428360,12
1566923,16
2235265,0
2273002,0
2246082,0
2313024,0
2317775,0
3743774,0
1717851,16
1637707,14
4024744,0
2162480,1
3825900,0
2167234,0
2084963,0
1646292,18
3903134,0
3909577,0
4463424,7
4306688,0
3954553,0
2161963,0
4080324,0
4153008,0
3933579,6
4206037,0
4282367,0
2233087,0
3842324,0
4254485,5
4222917,5
2417770,16
4231685,0
3992276,0
4307136,0
3801297,0
1569492,16
4069785,0
4227173,0
1423199,17
4316817,0
2269445,1
2251606,0
4236074,0
3979282,0
4097527,0
4114135,4
1569645,15
4282364,0
1710598,14
1534446,17
1118833,16
2169320,0
4038091,0
4063534,0
4031899,0
1480403,16
1384396,17
4011858,3
4116243,0
1302418,17
4263833,3
2234045,0
3995628,6
4174250,0
3700724,0
2297972,0
4178633,0
2382348,9
4200589,0
2391845,8
1304675,16
4274386,0
1419600,17
3813305,0
2257903,0
1569490,16
3844904,0
1534440,17
2307318,0
1492312,17
1342269,16
2148892,0
2040726,15
2101695,0
3962830,0
4513225,12
1672565,15
4131009,0
4060963,1
3970489,0
1600213,16
2155386,0
1272133,17
4259716,0
3847167,1
4121027,0
3932162,0
4262527,1
4301880,0
4251965,0
2305369,1
4148811,5
4200119,0
1609112,15
4224004,0
3689304,1
1225878,15
1342267,16
4507026,11
2233990,5
2146731,5
4245389,0
2145812,0
4026672,0
2276423,4
3808113,0
4130706,0
2117784,18
4282786,0
4238629,0
2288371,0
2409894,16
4238661,0
3882083,0
4218029,0
4414949,8
2482042,14
2293811,0
4142942,0
4014680,0
1081194,14
2429105,18
3746153,0
4119862,5
3955997,0
2140957,0
3770490,0
4213897,0
3734183,0
4080215,1
4183550,0
2283446,14
4029461,5
2303689,1
4252722,1
2084452,0
4088412,0
2267508,0
4069412,0
4113601,0
2405632,13
1580211,16
4287882,0
4100170,0
1870629,17
3955898,0
4451579,10
4463223,12
1566924,16
4252746,0
3728232,0
3809537,0
4522217,11
4540237,9
4519952,13
4206623,0
1709749,14
4140922,1
2231028,1
4270235,0
3970803,0
2333360,0
4139651,0
2279328,1
3967212,0
2272187,0
4242394,0
3691497,0
4155632,0
3981116,0
1411275,14
4281645,0
2047508,15
2307701,1
1231000,18
4284181,5
3918717,0
4152990,4
3926471,0
3724632,0
4289293,0
4270242,0
2274855,0
4167620,0
3748426,0
4156330,0
4229737,5
4296888,0
4101712,0
4386602,8
2262738,16
2272101,0
4080994,1
3871168,0
2372244,9
3825911,0
4229743,0
1424795,18
4164372,2
3925593,0
4033598,0
1624404,15
3914664,1
3810277,0
2213315,0
4245234,0
1596931,16
2404007,9
4161479,0
1609242,15
4290134,0
3887707,0
3692016,0
1523755,16
4049115,1
4056858,0
4234689,0
3855074,0
4300074,0
4211053,0
4196616,15
1584452,16
1376390,16
2297285,18
4124153,0
4115263,5
1343123,16
2305362,1
2241824,0
3915813,0
4074940,0
2159793,0
4209087,0
4132764,0
4066541,0
2176233,0
4133573,18
2235467,0
4112759,0
3992404,0
4104876,4
4052877,0
1169946,16
2250746,0
2330751,0
1587400,16
4140266,0
4039276,1
2397396,12
1843237,15
4248959,0
1609887,17
1348030,16
2139264,1
1462946,17
2283163,4
1706544,16
4248905,0
1323337,14
4187061,2
1581591,17
2401849,12
2313370,0
1135285,16
2175551,0
2109737,0
4296293,0
2272136,15
3700527,0
4045879,0
2320967,0
2303340,0
2254065,0
2235326,1
2245433,0
4070286,0
1555808,15
4317264,0
4530217,11
3817562,0
1343767,16
1724530,18
3951566,0
4438662,10
2232056,0
1867314,17
4105379,4
4557093,13
2081914,17
2111712,0
3842320,0
3781167,0
1343129,16
4053435,3
1534426,17
1502282,17
3909041,6
4101211,4
1609106,15
2250513,0
2224877,0
3801806,0
1488687,17
2075831,1
4045877,0
4006129,0
3826209,0
4126758,4
1733464,14
2289422,0
4473681,10
4114505,0
4233531,0
4182948,16
4497310,12
3894006,2
1817747,16
4065541,0
2315426,0
4549300,12
4514535,13
4321010,5
3793491,0
1342528,16
2233574,0
1465519,17
4546601,10
1598381,16
2289191,1
4315130,0
4246655,0
2331573,0
4129498,0
4455334,8
1833085,14
4010510,0
2234741,0
1547403,17
4269291,0
2243817,0
1126059,16
1114240,17
1488480,17
4147020,4
4003140,1
1302409,17
3795977,0
4300539,3
2115788,18
1343027,16
1215981,14
1265367,16
1715684,16
2107286,0
3973374,0
4077150,0
3877805,0
2242352,0
4029742,0
2297365,0
4292959,0
4174396,0
4149957,0
4465951,8
4016121,0
2317759,0
1586577,16
3922031,0
4033524,0
2137370,0
4153532,4
3775777,0
2238223,0
3960274,0
4180408,0
3956002,0
4104847,0
2301336,0
4070764,0
1517632,17
2323336,0
3796767,0
3758755,0
3758375,0
4217512,0
4164436,0
2262358,14
2336715,2
2216954,0
2327255,0
1715722,16
4511279,12
1603948,14
4318006,0
4112214,0
4299377,0
2397938,10
3783468,0
3716329,0
4264200,0
4020182,1
1343823,16
1560829,17
2072597,0
3951045,1
2271136,0
4017494,0
3971347,0
4320303,0
2405609,9
3978455,0
1486230,17
1372934,16
1706640,15
1388114,17
4147369,4
2316359,0
3805628,0
3998652,0
3932187,0
4301294,0
1470499,17
4116895,0
4258353,0
4210858,0
4561395,9
2176788,0
3995583,0
4451523,13
4282666,0
1543292,18
4484345,7
1118823,16
4291080,0
4305187,0
4035216,0
4504496,12
3800351,0
4164454,0
2291576,0
1566930,16
2318992,0
1615026,17
4273872,4
4271478,0
2406226,11
4017418,0
1598378,16
3786856,0
4310711,1
4109281,0
4218899,3
2314696,0
2252834,0
1347804,16
1833313,15
2289867,16
4049053,0
4048832,0
4006566,0
4253613,0
2272992,0
4007235,0
1566357,16
3881317,0
4164455,0
4088278,3
1543171,17
4115721,0
2057207,1
4283100,0
2335299,0
2047374,0
2273463,0
4226016,4
3958651,0
3985139,0
2320546,0
4051611,0
2405315,13
2314502,0
1560253,16
4444691,7
3996918,0
1584463,16
4166533,0
2375809,13
4020440,0
2136988,18
2248903,15
4093037,0
2324764,0
4445775,13
4303396,0
1343707,16
2328967,0
4287825,0
4519633,9
1606541,16
3982909,0
4086714,0
3786344,0
4232484,0
2073004,0
3891214,0
4536233,13
4023778,0
1480965,17
4163754,0
2115810,0
2220873,0
1532253,16
4271002,0
2114478,18
4101454,0
4539670,12
3958653,0
4027559,5
4146962,4
4046341,6
1599908,16
4561258,13
1490667,17
4132452,0
4252661,1
2331577,1
2243138,0
3895731,0
4534817,12
1382029,17
2232167,1
4183446,1
4319516,0
4297283,0
4406143,8
2292293,0
2269215,0
3853659,0
4295919,6
4552438,10
3967173,6
4281984,0
4112088,1
3885685,0
1322620,16
1117324,16
2095138,0
4555404,12
4150563,4
4019706,0
2057245,0
4130078,3
4097543,4
3938288,0
2311436,0
4517958,12
4072615,4
4061711,0
4101442,0
4542011,7
4309337,0
4290725,0
4455712,13
3968947,5
4493528,11
3932593,0
1447538,17
4015466,18
4032291,2
4206023,0
4169803,0
4216456,0
1343020,16
2087453,0
3762911,0
4255830,0
1396485,17
1477630,17
3804963,0
2243082,0
4249707,0
4560426,9
1688364,16
4211066,0
3883418,0
4054675,0
4178178,0
4168817,0
4449456,10
3974319,1
4087395,4
3938776,0
4153489,0
4111656,4
3964386,6
1478108,17
3842322,0
2291369,0
4263927,0
3971783,0
4207226,0
4034325,0
2406811,13
3900915,0
4482616,10
4425002,12
1343361,16
1382381,18
2181169,0
4055164,0
4450375,10
1586586,16
4141164,0
3992173,0
4180402,1
4299231,0
4252787,3
2170028,0
4236127,0
2301447,0
3808803,0
4547605,12
4130110,0
3795384,0
4243693,0
4234579,0
4267597,0
4037376,0
3889823,0
4246370,3
4206046,0
2185145,0
2429302,14
4494875,10
4131146,0
4444277,13
4452473,12
3990821,0
3866651,0
1600435,17
4116250,0
4026951,0
4112282,1
4292164,0
3892951,1
1688355,16
2455017,16
3861478,0
4481329,8
4420005,13
2227764,0
2281411,0
4311030,0
4047130,0
1126512,16
4153500,4
1528109,17
1466918,17
4260850,0
2394803,7
4052065,0
4039157,16
1763655,15
3786232,0
4413012,8
4107440,4
4119191,0
4433812,12
4253068,0
3980870,0
1347985,16
3771766,0
3966840,3
4280430,5
1594017,16
4101720,0
4241345,0
3820082,0
4299351,0
4280016,1
4308211,3
1798506,15
4547982,13
4137066,18
4218063,0
3978442,0
2317758,0
3725509,0
4510875,9
4089624,0
2205929,0
3854163,0
4320916,0
4275860,0
4050900,0
2255249,0
4269633,0
4165789,0
4422918,7
4156309,0
4302872,0
4106268,4
3843686,0
4237715,1
2302493,1
4216930,0
3833474,0
1599102,14
3881393,0
2268433,0
1586580,16
3835290,0
1724541,18
3954897,0
3690337,0
2324443,16
4273164,0
1876604,15
3913997,0
1322614,16
4102047,0
1118815,16
3719849,0
4166151,0
2287813,1
2317224,0
4098116,0
1688348,16
4009787,5
4092224,0
4096568,0
1261969,15
1590835,16
1388234,17
1480180,17
2382890,13
1604095,14
4480286,7
4267538,0
3711018,0
2517291,17
4309932,1
2332210,0
1594023,16
1382388,18
4561641,10
4112291,4
1599809,16
4296417,0
1480178,17
4431509,12
2128848,0
2295503,0
2365056,9
3707808,0
4131135,4
4167317,0
2405326,13
3883401,0
1054425,16
1388244,17
3978968,5
